DKProTCInstanceID	FrequencyOfBekommenGruppe	FrequencyOfPassiveSentences	FrequencyOfPassiveWithAdjective	FrequencyOfPassiveWithImpersonalPronoun	FrequencyOfPassiveWithSichLassen	FrequencyOfPassiveWithZu	FrequencyOfTypicalPassive	NrofChars	NrofSentences	NrofTokens	NrofTokensPerSentence	TokLenRatio	avgNumCharsSent	avgNumCharsToken	frequencyOfAllSuffixes	frequencyOfHEIT	frequencyOfIE	frequencyOfKEIT	frequencyOfMENT	frequencyOfMUS	frequencyOfNIS	frequencyOfPrepositionalPhrase	frequencyOfSCHAFT	frequencyOfTION	frequencyOfTUM	frequencyOfT�u164T	frequencyOfUNG	nrOfSpellingMistakes	standardDevCharsPerSentence	standardDevCharsPerToken	standardDevTokensPerSentence	outcome
499	0.0625	0.1875	0	0	0	0.0625	0.0625	1583	16	257	16.0625	1	98	5.6	0.173913	0.021739	0	0.043478	0.043478	0	0.021739	0.043478	0	0	0	0	0.043478	0.108949	49.633658	3.758102	7.478877	4
500	0	0.666667	0	0.222222	0	0.333333	0.111111	1192	9	200	22.222222	1	131.555556	5.28125	0.175	0.05	0	0.05	0.025	0	0	0.059406	0.025	0	0	0	0.025	0.09	56.725677	3.350072	9.089405	4
501	0.0625	0.25	0	0	0.0625	0	0.125	1411	16	251	15.6875	1	87.25	4.995745	0.073171	0	0	0	0	0	0	0.064516	0.04878	0	0	0	0.02439	0.103586	57.67636	2.68724	9.796165	3
502	0	0.636364	0.090909	0.272727	0	0.181818	0.090909	1167	11	208	18.909091	1	105.181818	4.949239	0.111111	0.055556	0	0.027778	0	0	0.027778	0.061404	0	0	0	0	0	0.120192	45.224326	2.854769	8.753748	3
503	0	0.142857	0.071429	0	0	0.071429	0	1503	14	250	17.857143	1	106.428571	5.362869	0.166667	0.02381	0.02381	0.047619	0	0	0	0.056	0.02381	0	0	0	0.047619	0.108	49.156767	3.292232	7.726181	5
504	0.142857	1	0	0.142857	0	0.571429	0.142857	1536	7	253	36.142857	1	218.571429	5.411523	0.166667	0.020833	0	0.020833	0.041667	0	0	0.025	0	0.0625	0	0	0.020833	0.110672	128.466624	3.702323	20.475969	4
505	0	0.5	0.083333	0.166667	0.083333	0.083333	0.083333	1538	12	248	20.666667	1	127.25	5.525424	0.150943	0.018868	0	0.037736	0	0	0.018868	0.095238	0	0.018868	0.037736	0	0.018868	0.096774	39.581403	3.808358	6.114645	4
506	0	0.818182	0	0.636364	0	0.181818	0	1366	11	248	22.545455	1	123.272727	4.822785	0.209302	0.069767	0	0	0	0	0.069767	0.050847	0	0.046512	0	0	0.023256	0.068548	44.723577	3.302318	7.643936	3
507	0	0.5	0	0.333333	0	0	0.166667	1077	6	179	29.833333	1	178.666667	5.271676	0.21875	0.0625	0	0	0	0	0	0.054348	0	0.0625	0	0	0.09375	0.122905	89.801015	3.010801	15.181312	4
508	0	2.333333	0.333333	1	0	0.333333	0.666667	1600	3	254	84.666667	1	532.666667	5.544	0.117647	0.019608	0.019608	0.019608	0	0	0.019608	0.117117	0	0.019608	0	0	0.019608	0.074803	299.765835	3.655142	46.506869	5
509	0	0.35	0	0.25	0	0.05	0.05	1739	20	312	15.6	1	86	4.976027	0.089286	0.035714	0	0.017857	0	0	0.035714	0.095541	0	0	0	0	0	0.096154	40.978043	3.234463	7.017122	3
510	0	1	0	0.333333	0	0	0.666667	1196	3	214	71.333333	1	398	4.732057	0.03125	0	0	0	0	0	0	0.086022	0	0	0	0	0.03125	0.042056	272.786852	2.508355	48.320688	3
511	0	0.363636	0	0	0	0	0.363636	1701	11	278	25.272727	1	153.727273	5.378277	0.084746	0.016949	0	0.016949	0	0	0.016949	0.10219	0	0	0	0	0.033898	0.118705	64.886041	2.965971	10.618088	3
512	0	0.3	0.05	0.15	0	0.1	0	1538	20	285	14.25	1	75.95	4.777358	0	0	0	0	0	0	0	0.083871	0	0	0	0	0	0.070175	38.824573	2.529721	7.154544	3
513	0	0.375	0	0.1875	0	0.0625	0.125	1272	16	237	14.8125	1	78.5625	4.772727	0.105263	0	0	0.026316	0	0	0	0.039063	0	0.026316	0	0	0.052632	0.097046	34.016483	2.632521	6.405259	4
514	0	1.428571	0	0.571429	0	0.142857	0.714286	1318	7	230	32.857143	1	187.428571	5.059361	0.034483	0	0	0	0	0	0	0.009174	0	0	0	0	0.034483	0.126087	78.392524	3.130516	14.287143	3
515	0	0.105263	0	0	0	0.052632	0.052632	1297	19	223	11.736842	1	67.315789	5.328431	0.138889	0	0	0	0	0	0.083333	0.064516	0	0	0	0	0.055556	0.112108	22.100375	3.195428	3.654012	2
516	0	0.230769	0	0.076923	0	0.076923	0.076923	1453	13	238	18.307692	1	110.846154	5.504464	0.192308	0.019231	0.019231	0.038462	0.038462	0	0	0.014815	0.019231	0.019231	0	0	0.038462	0.121849	41.101836	3.457649	6.932472	3
517	0	0.285714	0	0	0.142857	0	0.142857	597	7	95	13.571429	1	84.428571	5.816092	0.2	0	0	0	0	0	0.05	0.02	0	0.05	0	0	0.1	0.105263	23.267741	2.906705	3.331973	1
518	0	0.454545	0.090909	0.090909	0	0.181818	0.090909	1400	11	237	21.545455	1	126.363636	5.234513	0.117647	0.019608	0	0	0.039216	0	0	0.052174	0.019608	0	0	0	0.039216	0.067511	53.102427	3.054498	9.237903	4
519	0	0.8	0.2	0	0	0.2	0.4	1716	5	278	55.6	1	342.4	5.435897	0.104167	0.020833	0.020833	0	0	0	0	0.052239	0	0.020833	0	0	0.041667	0.079137	183.179256	3.433901	28.730472	3
520	0.066667	0.333333	0	0.266667	0	0	0	1351	15	238	15.866667	1	89.133333	5.063063	0.05	0.025	0	0	0	0	0	0.057851	0	0	0	0	0.025	0.046218	41.891712	2.705614	6.849493	4
521	0	0.571429	0	0.214286	0	0.214286	0.142857	1429	14	239	17.071429	1	101.142857	5.364444	0.065217	0	0.021739	0	0	0	0.021739	0.064	0	0	0	0	0.021739	0.087866	24.665931	3.334743	4.712662	4
522	0	0.166667	0	0	0	0.166667	0	1021	6	180	30	1	169.333333	5.028902	0.09375	0	0	0.03125	0	0	0	0.021277	0.03125	0	0.03125	0	0	0.088889	152.523951	3.028626	27.11703	2
523	0.083333	0.75	0	0.5	0	0.166667	0	1423	12	255	21.25	1	117.666667	4.920833	0.046512	0.023256	0	0	0	0	0	0.129771	0	0.023256	0	0	0	0.066667	42.621069	2.75189	6.84501	3
524	0	3	0	1	0.5	0.5	1	1362	2	212	106	1	680.5	5.633333	0.235294	0.058824	0	0.088235	0	0	0	0.072165	0	0.029412	0	0	0.058824	0.09434	28.5	3.862374	1	4
525	0	0.133333	0	0.066667	0	0.066667	0	1643	15	276	18.4	1	108.6	5.298851	0.15	0.033333	0	0	0	0	0	0.067114	0.033333	0	0	0	0.083333	0.123188	43.814457	2.849138	7.727009	4
526	0	0.5	0	0	0	0.333333	0.166667	752	6	129	21.5	1	124.5	5.186992	0.04	0	0	0	0	0	0	0.013889	0	0	0	0	0.04	0.062016	42.137671	3.264367	8.098354	1
527	0	0.071429	0	0.071429	0	0	0	1361	14	242	17.285714	1	96.285714	5.017621	0.139535	0.023256	0	0	0	0	0.046512	0.05	0.023256	0	0	0	0.046512	0.090909	29.620043	3.106005	5.649634	3
528	0	0.333333	0	0.066667	0	0.133333	0.133333	1466	15	236	15.733333	1	96.8	5.640909	0.181818	0	0.022727	0.045455	0	0	0	0.046512	0.022727	0.022727	0	0	0.068182	0.067797	26.3064	3.38085	4.138706	5
529	0.055556	0.277778	0	0	0	0.166667	0.055556	1845	18	321	17.833333	1	101.555556	5.112211	0.072727	0	0	0	0	0	0.018182	0.028736	0	0	0	0	0.054545	0.068536	56.645312	3.250887	9.95127	3
530	0.25	1	0	0	0	0.5	0.25	1338	4	209	52.25	1	333.75	5.619512	0.222222	0.022222	0	0.044444	0	0	0	0.089109	0	0.044444	0	0	0.111111	0.157895	114.567393	3.948647	18.389875	3
531	0	0.6	0.1	0.2	0	0.1	0.2	1239	10	212	21.2	1	123	5.21	0.060606	0	0	0	0	0	0	0.045872	0	0.030303	0	0	0.030303	0.108491	69.46366	2.989298	12.351518	3
532	0.125	1.25	0.125	0.25	0.125	0.25	0.375	1610	8	255	31.875	1	200.375	5.585366	0.2	0.02	0.02	0.06	0	0	0.02	0.04	0	0	0	0	0.08	0.094118	128.499939	3.626745	21.044224	5
533	0	0.428571	0	0	0	0.142857	0.285714	940	7	166	23.714286	1	133.428571	4.993711	0.060606	0	0	0	0	0	0	0.011494	0	0	0	0	0.060606	0.120482	139.24886	2.851672	23.223844	1
534	0	0.666667	0	0.333333	0	0	0.333333	644	3	91	30.333333	1	214.333333	6.340909	0.235294	0	0.058824	0	0	0	0.058824	0.086957	0	0	0	0	0.117647	0.098901	109.17977	4.058903	14.007934	1
535	0	0.72	0.08	0.28	0	0.08	0.28	3401	25	583	23.32	1	135.08	5.112903	0.130952	0.035714	0.011905	0.059524	0.011905	0	0	0.08	0	0	0	0	0.011905	0.063465	44.865951	3.259364	8.003599	4
536	0	0.833333	0.166667	0.5	0	0	0.166667	1059	6	161	26.833333	1	175.666667	5.915584	0.142857	0	0	0	0	0	0	0.074074	0	0.071429	0	0	0.071429	0.093168	85.760649	3.896304	12.361454	1
537	0	0.5	0	0	0	0.25	0.25	1261	4	208	52	1	314.5	5.343137	0.085106	0	0.021277	0	0	0	0.021277	0.058252	0	0	0	0	0.042553	0.067308	206.160738	3.206902	34.423829	2
538	0	0.25	0	0	0	0.125	0.125	1056	8	181	22.625	1	131.125	5.103448	0.135135	0.027027	0.027027	0.054054	0	0	0	0.061224	0	0	0	0	0.027027	0.099448	59.651986	3.077671	10.049098	4
539	0	0.444444	0	0.222222	0	0	0.222222	1480	9	247	27.444444	1	163.555556	5.273109	0.066667	0	0	0	0	0	0	0.067797	0	0	0	0	0.066667	0.072874	78.737413	3.323742	12.019531	4
540	0.076923	0.461538	0	0.153846	0	0.153846	0.076923	1330	13	238	18.307692	1	101.384615	4.901786	0.057143	0	0	0	0	0	0	0.044248	0	0.057143	0	0	0	0.071429	50.35037	3.066116	8.533956	2
541	0.076923	0.461538	0	0.230769	0	0.153846	0	1370	13	228	17.538462	1	104.461538	5.386047	0.044444	0.022222	0	0	0	0	0	0.047244	0	0	0	0	0.022222	0.074561	25.430495	3.482153	5.415297	4
542	0	0.4	0	0.2	0	0	0.2	2282	15	362	24.133333	1	151.2	5.677326	0.289474	0.013158	0.013158	0.078947	0	0	0.013158	0.10582	0	0	0	0	0.171053	0.08011	68.527561	3.924129	10.831231	4
543	0	0.545455	0.181818	0.090909	0	0.181818	0.090909	1382	11	244	22.181818	1	124.727273	4.948052	0.166667	0.047619	0	0.02381	0	0	0	0.049587	0	0.02381	0	0	0.071429	0.069672	49.65351	3.050354	8.952584	2
544	0	0.272727	0	0	0	0	0.272727	1655	11	272	24.727273	1	149.545455	5.417625	0.018519	0	0	0	0	0	0	0.036232	0.018519	0	0	0	0	0.106618	82.189762	3.253927	13.052975	2
545	0.2	1.4	0.2	0.8	0	0.2	0	1310	5	232	46.4	1	261.2	4.888889	0.217391	0	0	0.043478	0	0	0	0.046296	0	0	0	0	0.173913	0.077586	109.472188	3.227811	18.618271	3
546	0	0.764706	0.176471	0.352941	0	0.117647	0.117647	1517	17	267	15.705882	1	88.294118	5.068	0.25	0.020833	0.020833	0.041667	0	0	0	0.055556	0	0.020833	0	0	0.145833	0.082397	28.043589	3.07626	5.798222	4
547	0	0.157895	0	0	0	0.052632	0.105263	1695	19	276	14.526316	1	88.263158	5.583658	0.107692	0.015385	0	0.015385	0	0	0.015385	0.037037	0	0	0	0	0.061538	0.083333	26.269538	3.2029	4.750273	4
548	0	0.857143	0.142857	0.142857	0	0.285714	0.285714	663	7	113	16.142857	1	93.857143	5.273585	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097345	40.264939	3.032942	6.791351	2
549	0	0.454545	0.090909	0.090909	0	0.090909	0.181818	1831	11	306	27.818182	1	165.545455	5.247458	0.063492	0.031746	0.015873	0	0	0	0	0.051282	0	0	0	0	0.015873	0.114379	52.080992	3.30533	8.77826	3
550	0.2	1.6	0.2	0	0	0.6	0.6	1438	5	260	52	1	287	4.823529	0.083333	0.027778	0	0	0	0	0	0.02521	0	0.027778	0	0	0.027778	0.073077	107.675438	2.989563	20.12958	2
551	0	1.166667	0.166667	0.333333	0	0.5	0.166667	1010	6	178	29.666667	1	167.5	5.077844	0.133333	0.033333	0	0	0	0	0.033333	0.065217	0.033333	0.033333	0	0	0	0.089888	92.467562	3.158477	17.355755	4
552	0	0.3	0	0.1	0	0.2	0	1040	10	178	17.8	1	103.1	5.22619	0.064516	0	0	0.032258	0	0	0	0.04	0	0	0	0	0.032258	0.11236	39.429557	3.085493	7.263608	4
553	0	0.769231	0	0.307692	0	0.461538	0	1321	13	229	17.615385	1	100.692308	5.134259	0.25641	0.102564	0.025641	0.076923	0	0	0	0.082645	0	0	0	0	0.051282	0.09607	25.679638	3.18642	4.875977	3
554	0	0.384615	0	0.384615	0	0	0	1343	13	233	17.923077	1	102.384615	5.136364	0.105263	0.052632	0	0	0	0	0	0.070175	0.026316	0.026316	0	0	0	0.06867	38.645407	3.445622	6.877629	4
555	0	0.764706	0.058824	0.529412	0	0.176471	0	1377	17	235	13.823529	1	80.058824	5.325688	0.05	0	0	0.025	0	0	0	0.023438	0	0	0	0	0.025	0.07234	27.914724	3.46137	4.314617	3
556	0	3	0	1	0	1	1	1357	1	230	230	1	1357	5.214612	0.210526	0	0	0.052632	0	0	0	0.061224	0	0.078947	0	0	0.078947	0.056522	0	3.145565	0	3
557	0.066667	0.8	0	0.133333	0	0.266667	0.333333	1546	15	263	17.533333	1	102.133333	5.259109	0.05	0	0	0	0	0	0	0.021739	0	0	0	0	0.05	0.064639	37.876759	3.052454	7.022504	4
558	0	1.142857	0	0.571429	0	0.285714	0.285714	1399	7	245	35	1	199	5.008403	0.085106	0.021277	0	0	0	0	0	0.02381	0	0	0	0	0.06383	0.069388	67.383762	3.08424	8.99206	2
559	0	0.357143	0.071429	0.071429	0	0.071429	0.142857	1571	14	264	18.857143	1	111.285714	5.325301	0.2	0	0.072727	0.036364	0	0	0	0.049296	0.018182	0	0	0	0.072727	0.094697	41.922426	3.374039	7.239348	3
560	0	4	1	1	0	1	1	1048	1	187	187	1	1048	4.609626	0	0	0	0	0	0	0	0.034884	0	0	0	0	0	0.058824	0	1.833297	0	1
561	0	0.5	0	0	0	0.25	0.25	1167	4	180	45	1	291.25	5.740113	0.106383	0.042553	0	0	0	0	0.021277	0.094118	0	0	0	0	0.042553	0.1	159.26609	3.908592	24.259019	3
562	0	0.181818	0	0	0	0.181818	0	735	11	122	11.090909	1	65.909091	5.558559	0.206897	0.034483	0.034483	0.034483	0	0	0	0.09589	0	0	0	0	0.103448	0.106557	28.458757	3.262356	4.33704	3
563	0	0.625	0.0625	0.1875	0	0.1875	0.1875	1870	16	324	20.25	1	115.9375	5.032468	0.107692	0	0.015385	0.015385	0	0	0	0.080745	0	0	0	0	0.076923	0.083333	50.056804	3.00415	7.733854	3
564	0	1.4	0	0.2	0	0.6	0.6	1406	5	236	47.2	1	280.4	5.20524	0.065217	0	0	0	0	0	0	0.117117	0	0.021739	0.021739	0	0.021739	0.105932	42.481055	3.316858	8.749857	4
565	0	0.166667	0	0	0	0	0.166667	832	6	144	24	1	137.833333	5.028986	0.206897	0	0.034483	0	0.034483	0	0.034483	0.069444	0	0	0	0	0.103448	0.083333	28.89877	2.634614	4.795832	4
566	0.25	1	0	0.375	0	0.125	0.25	1410	8	220	27.5	1	175.375	5.760766	0.15	0	0	0.025	0	0	0	0.067308	0.025	0.025	0	0	0.075	0.122727	126.823635	3.586283	20.554805	3
567	0	0.230769	0	0.153846	0	0	0.076923	1158	13	194	14.923077	1	88.153846	5.370166	0.157895	0	0	0	0	0	0.026316	0.082569	0	0	0	0	0.131579	0.092784	41.983231	2.969643	6.426646	3
568	0	0	0	0	0	0	0	1166	11	189	17.181818	1	105.090909	5.533708	0.121951	0	0.02439	0.04878	0	0	0.02439	0.085714	0	0	0	0	0.02439	0.121693	50.066237	3.25878	7.963761	2
569	0	1.5	0.25	0	0	0.5	0.75	1373	4	219	54.75	1	342.5	5.518692	0.104167	0	0	0.020833	0	0	0	0.081633	0	0.020833	0	0	0.0625	0.09589	189.775525	3.774871	30.938447	2
570	0	0.333333	0	0	0.083333	0.083333	0.166667	1332	12	228	19	1	110.083333	5.180556	0.170732	0	0	0.02439	0	0	0	0.084034	0	0	0	0	0.146341	0.114035	61.559535	3.051987	10.34408	3
571	0	0.526316	0.052632	0.263158	0	0.052632	0.157895	1551	19	238	12.526316	1	80.684211	6.045662	0.183673	0	0	0.020408	0	0	0.081633	0.052632	0	0	0	0	0.081633	0.084034	23.283273	4.442193	3.830191	3
572	0	0.416667	0.166667	0.083333	0	0.083333	0.083333	1398	12	231	19.25	1	115.583333	5.420091	0.146341	0	0	0.073171	0	0	0	0.041667	0.02439	0	0	0	0.04878	0.134199	55.574962	3.503	9.522998	4
573	0.076923	0.692308	0	0.153846	0	0.230769	0.230769	1560	13	272	20.923077	1	119.076923	4.98062	0.04	0	0	0	0	0	0.02	0.058394	0	0.02	0	0	0	0.095588	64.490263	2.865799	11.180075	3
574	0	0.210526	0	0.210526	0	0	0	1678	19	294	15.473684	1	87.368421	5.109091	0.109091	0	0	0	0	0	0.054545	0.039474	0	0	0	0	0.054545	0.091837	42.171592	3.049129	7.221083	3
575	0	0.277778	0.055556	0.166667	0	0	0.055556	1174	18	206	11.444444	1	64.277778	5.255319	0.076923	0.025641	0.025641	0	0	0	0	0.046729	0	0	0	0	0.025641	0.121359	15.83879	3.145196	2.948111	3
576	0	1	0	0	0	1	0	1234	2	199	99.5	1	616.5	5.42132	0.166667	0.020833	0	0.041667	0	0	0	0.06383	0	0.020833	0	0	0.083333	0.135678	151.5	3.652432	27.5	3
577	0	0.818182	0	0.454545	0	0.090909	0.272727	1344	11	230	20.909091	1	121.272727	5.146119	0.166667	0.083333	0	0	0	0	0.027778	0.08547	0	0	0	0	0.055556	0.095652	44.055937	2.97733	6.934165	2
578	0	0.142857	0	0.071429	0	0.071429	0	1241	14	213	15.214286	1	87.714286	5.175879	0.121951	0	0.02439	0.02439	0	0	0	0.07563	0	0.02439	0	0	0.04878	0.079812	19.692016	2.961091	3.667981	2
579	0	3	1	0	0	1	1	727	1	130	130	1	727	4.825397	0.333333	0	0	0	0.133333	0	0	0.052632	0	0.2	0	0	0	0.153846	0	2.734493	0	2
580	0	0.333333	0	0.166667	0	0.166667	0	1349	12	237	19.75	1	111.5	5.026667	0.05	0	0	0	0	0	0	0.065041	0	0	0	0	0.05	0.042194	70.298767	3.08101	11.32935	3
581	0.333333	1.333333	0	0	0	0.333333	0.666667	961	3	169	56.333333	1	319.666667	4.993827	0.1	0	0	0	0	0	0	0.066667	0	0	0	0	0.1	0.088757	228.77257	3.047964	41.354833	3
582	0.055556	0.277778	0	0.055556	0	0.055556	0.111111	1452	18	247	13.722222	1	79.722222	5.336245	0.020408	0	0	0.020408	0	0	0	0.027778	0	0	0	0	0	0.097166	37.552638	3.033373	5.914254	3
583	0	0.166667	0.166667	0	0	0	0	780	6	125	20.833333	1	129.166667	5.576271	0.115385	0	0	0	0	0	0	0.196721	0.038462	0	0	0	0.076923	0.096	122.394739	3.423267	18.676337	1
584	0	1	0	0	0	0	1	812	1	108	108	1	812	6.601852	0.269231	0.038462	0.076923	0	0.038462	0	0	0.075472	0.038462	0	0	0	0.076923	0.12037	0	3.839222	0	1
585	0	0.5	0	0	0	0	0.5	799	4	122	30.5	1	199	5.794872	0.225806	0	0.129032	0	0	0	0	0.125	0.032258	0	0	0	0.064516	0.106557	129.220741	3.106482	19.627786	1
586	0	0	0	0	0	0	0	389	4	65	16.25	1	96.5	5.4	0.166667	0	0	0.055556	0	0	0	0.108108	0	0	0	0	0.111111	0.107692	69.406412	3.2104	10.304732	1
587	0	0.4	0.2	0	0	0	0.2	391	5	70	14	1	77.4	5.061538	0.142857	0.071429	0.071429	0	0	0	0	0.05	0	0	0	0	0	0.071429	18.810635	3.077846	4.335897	2
588	0	0	0	0	0	0	0	4	1	1	1	0.102564	4	4	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	0	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	1	0	0	0	0
589	0	2	1	0	0	0	1	810	1	118	118	1	810	6.025641	0.333333	0.037037	0.074074	0	0	0	0	0.163636	0.037037	0	0	0	0.185185	0.101695	0	3.536045	0	3
590	0	0.333333	0	0.166667	0	0	0.166667	752	6	121	20.166667	1	124.5	5.654867	0.266667	0.033333	0.033333	0	0	0	0	0.044776	0.033333	0.033333	0	0	0.133333	0.115702	81.806173	3.372901	13.030946	1
591	0	1	0.2	0	0	0.2	0.6	969	5	152	30.4	1	193	5.689655	0.21875	0.125	0.03125	0	0	0	0	0.08	0	0	0	0	0.0625	0.105263	91.876003	3.02294	14.051334	2
592	0	0.666667	0	0	0	0.333333	0.333333	547	3	99	33	1	181.666667	4.87234	0.142857	0.071429	0	0	0	0	0	0.04878	0	0	0	0	0.071429	0.10101	163.124356	3.163065	26.620794	1
593	0	0.333333	0	0.166667	0	0	0.166667	1073	6	173	28.833333	1	178	5.524096	0.179487	0.025641	0	0	0	0	0	0.117647	0.025641	0	0	0	0.128205	0.086705	81.733306	3.671285	14.25268	1
594	0	0.25	0	0.25	0	0	0	711	4	109	27.25	1	177	5.771429	0.172414	0.034483	0.034483	0	0	0	0	0.072727	0	0	0	0	0.103448	0.110092	91.260616	3.612827	14.37663	1
595	0	1	0	0.8	0	0	0.2	644	5	117	23.4	1	128	4.944444	0.157895	0	0.052632	0	0	0	0	0.074074	0	0	0	0	0.105263	0.068376	84.467745	2.768317	15.447977	1
596	0	0.8	0	0	0	0.2	0.6	829	5	133	26.6	1	165	5.559055	0.178571	0	0.035714	0	0	0	0	0.123077	0.035714	0.035714	0	0	0.071429	0.06015	61.390553	3.335926	10.051865	3
597	0	0.25	0	0	0	0	0.25	883	8	147	18.375	1	109.5	5.40146	0.121212	0	0.030303	0	0.030303	0	0	0.098765	0	0	0	0	0.060606	0.115646	41.910619	2.686707	6.762719	2
598	0	0.375	0	0	0	0.125	0.25	1121	8	187	23.375	1	139.25	5.325843	0.166667	0.047619	0.02381	0	0	0	0	0.146067	0	0	0	0	0.095238	0.106952	60.555243	3.060349	11.412028	5
599	0	0.428571	0.142857	0	0	0.142857	0.142857	1024	7	162	23.142857	1	145.428571	5.606452	0.282051	0.025641	0.051282	0	0.025641	0	0.025641	0.134146	0.025641	0	0	0	0.128205	0.08642	24.772434	3.281417	4.997959	2
600	0	0.166667	0	0	0	0	0.166667	1061	12	179	14.916667	1	87.5	5.413174	0.25641	0	0.102564	0	0.025641	0	0.025641	0.073684	0.025641	0	0	0	0.076923	0.061453	48.741666	3.5194	7.262441	3
601	0	1	0	0	0	0	1	916	3	137	45.666667	1	304.666667	5.873134	0.228571	0.028571	0	0	0	0	0	0.106061	0	0	0	0	0.2	0.10219	178.673507	3.326559	24.567368	2
602	0.5	1.5	0	0.5	0.5	0	0	601	2	90	45	1	300	5.820225	0.142857	0	0	0	0	0	0	0.073171	0	0	0	0	0.142857	0.066667	92	3.410367	16	2
603	0	0.25	0.125	0	0	0	0.125	748	8	128	16	1	92.625	5.291667	0.172414	0	0	0	0.034483	0	0	0.063492	0	0	0	0	0.137931	0.109375	69.788856	3.277183	11.090537	3
604	0	0	0	0	0	0	0	697	9	127	14.111111	1	76.555556	4.991453	0.130435	0.043478	0	0.043478	0	0	0	0.112903	0	0	0	0	0.043478	0.125984	22.514741	3.217197	4.700932	2
605	0	0.333333	0.111111	0.111111	0	0	0.111111	756	9	137	15.222222	1	83.111111	4.96875	0.115385	0	0	0	0	0	0	0.093333	0	0	0.038462	0	0.076923	0.094891	25.531873	3.157178	3.552082	1
606	0	0.6	0.2	0.2	0	0	0.2	422	5	67	13.4	1	83.6	5.714286	0.285714	0	0	0	0	0	0	0.081081	0	0.071429	0	0	0.214286	0.089552	48.276702	3.330611	7.337575	0
607	0	0.285714	0	0	0	0.142857	0.142857	939	7	142	20.285714	1	133.285714	5.962963	0.393939	0.060606	0	0.030303	0.030303	0	0	0.077922	0.030303	0	0	0	0.242424	0.077465	48.419932	3.760235	7.165678	3
608	0	2	1	0	0	0	1	813	1	110	110	1	813	6.454545	0.129032	0	0.032258	0	0	0	0	0.117647	0	0	0	0	0.096774	0.1	0	3.647256	0	2
609	0	0	0	0	0	0	0	236	3	39	13	1	78	5.378378	0.2	0	0	0	0	0	0	0.045455	0	0	0	0	0.2	0.230769	47.840011	3.307251	7.483315	1
610	0	0.4	0	0.2	0	0	0.2	677	5	107	21.4	1	134.6	5.712871	0.192308	0	0.038462	0	0.038462	0	0	0.140351	0.038462	0	0	0	0.076923	0.084112	15.730226	3.387036	3.136877	2
611	0	0.666667	0	0	0	0.333333	0.333333	952	3	151	50.333333	1	316.666667	5.60274	0.15625	0.03125	0	0	0	0	0	0.014493	0	0	0	0	0.125	0.10596	274.354191	3.346393	40.285095	2
612	0	0.357143	0	0	0	0.071429	0.285714	1377	14	214	15.285714	1	97.428571	5.855	0.204082	0.020408	0.020408	0	0.040816	0	0	0.00813	0	0	0.020408	0	0.102041	0.074766	37.303225	3.259444	5.048742	5
613	0.1	0.3	0.1	0.1	0	0	0	957	10	152	15.2	1	94.8	5.834532	0.242424	0.090909	0	0	0	0	0	0.073171	0.030303	0.030303	0	0	0.090909	0.072368	51.787643	3.277561	7.909488	3
614	0	0.25	0	0.125	0	0	0.125	681	8	111	13.875	1	84.25	5.572816	0.24	0.04	0	0	0.04	0	0	0.16129	0.04	0	0	0	0.12	0.108108	19.92329	3.257857	3.257204	3
615	0	0.2	0	0	0	0	0.2	512	5	76	15.2	1	101.6	6.211268	0.111111	0	0.055556	0	0	0	0	0.020833	0	0	0	0	0.055556	0.092105	41.117393	3.672952	6.554388	2
616	0	3	1	0	0	1	1	1397	1	223	223	1	1397	5.400901	0.255319	0.042553	0.021277	0	0	0	0.021277	0.127451	0.021277	0.021277	0.021277	0	0.106383	0.071749	0	3.390049	0	3
617	0	0.6	0.2	0	0	0	0.4	826	5	124	24.8	1	164.4	6.059829	0.08	0	0	0	0	0	0	0.112903	0.04	0	0	0	0.04	0.096774	95.738394	3.482043	14.783775	2
618	0	0.6	0.1	0	0.1	0	0.4	991	10	150	15	1	98.2	6.152174	0.2	0.085714	0.057143	0	0	0	0	0.044444	0	0	0	0	0.057143	0.086667	33.198795	3.749207	5.118594	5
619	0	1.333333	0	0.333333	0	0.333333	0.666667	838	3	136	45.333333	1	278.666667	5.551181	0.275862	0.068966	0.068966	0	0	0	0	0.134328	0.034483	0	0	0	0.103448	0.132353	185.080763	3.338416	31.051928	1
620	0	0.2	0	0	0	0	0.2	647	5	110	22	1	128.6	5.179245	0.041667	0	0	0	0	0	0	0.16	0	0	0	0	0.041667	0.063636	139.829325	3.419691	19.889696	2
621	0	3	1	0	0	1	1	929	1	153	153	1	929	5.098039	0.222222	0.037037	0	0	0	0	0	0.205479	0	0.037037	0.037037	0	0.111111	0.143791	0	2.941176	0	1
622	0	0.333333	0	0.333333	0	0	0	837	3	131	43.666667	1	278.333333	5.68	0.16129	0	0	0	0	0	0	0.118644	0	0	0	0	0.16129	0.099237	298.212825	3.355235	48.36206	1
623	0	0.666667	0.222222	0.222222	0	0	0.222222	974	9	163	18.111111	1	107.333333	5.324675	0.205882	0.058824	0	0	0	0	0	0.077778	0	0.029412	0.029412	0	0.088235	0.079755	30.829279	2.942927	5.58658	2
